Sno,Admission Number,Fee Head,Fees Assigned,concession,Paid,Due
435,10002288,Parent Orientation,1000,0,1000,0
436,10002284,Parent Orientation,1000,0,1000,0
437,10002283,Parent Orientation,1000,0,1000,0
438,10002279,Parent Orientation,1000,0,1000,0
439,10002618,Parent Orientation,1000,0,1000,0
440,10002277,Parent Orientation,1000,0,1000,0
441,10002268,Parent Orientation,1000,0,1000,0
442,10001623,Parent Orientation,1000,0,1000,0
443,10002124,Parent Orientation,1000,0,1000,0
444,10001627,Parent Orientation,1000,0,1000,0
445,10002859,Parent Orientation,1000,0,1000,0
446,10002777,Parent Orientation,1000,0,1000,0
447,10001646,Parent Orientation,1000,0,1000,0
448,10002444,Parent Orientation,1000,1000,0,0
449,10001967,Parent Orientation,1000,1000,0,0
450,10001774,Parent Orientation,1000,0,1000,0
451,10002181,Parent Orientation,1000,0,1000,0
452,10002343,Parent Orientation,1000,0,1000,0
453,10001692,Parent Orientation,1000,0,1000,0
454,10001834,Parent Orientation,1000,0,1000,0
455,10003293,Parent Orientation,1000,0,1000,0
456,10003278,Parent Orientation,1000,0,1000,0
457,10003249,Parent Orientation,1000,0,1000,0
458,10003274,Parent Orientation,1000,0,1000,0
459,10003261,Parent Orientation,1000,0,1000,0
460,10001654,Parent Orientation,1000,0,1000,0
461,10003209,Parent Orientation,1000,0,1000,0
462,10003146,Parent Orientation,1000,0,1000,0
463,10001645,Parent Orientation,1000,0,0,1000
464,10002963,Parent Orientation,1000,0,1000,0
465,10001746,Parent Orientation,1000,0,1000,0
466,10002801,Parent Orientation,1000,1000,0,0
467,10002174,Parent Orientation,1000,0,1000,0
468,10002477,Parent Orientation,1000,0,1000,0
469,10002200,Parent Orientation,1000,0,1000,0
470,10002314,Parent Orientation,1000,0,1000,0
471,10003254,Parent Orientation,1000,0,1000,0
472,10003159,Parent Orientation,1000,0,1000,0
473,10003084,Parent Orientation,1000,1000,0,0
474,10002925,Parent Orientation,1000,0,1000,0
475,10002066,Parent Orientation,1000,0,1000,0
476,10002172,Parent Orientation,1000,0,1000,0
477,10002140,Parent Orientation,1000,0,1000,0
478,10002107,Parent Orientation,1000,0,1000,0
479,10002074,Parent Orientation,1000,0,1000,0
480,10001809,Parent Orientation,1000,0,1000,0
481,10001842,Parent Orientation,1000,0,1000,0
482,10001626,Parent Orientation,1000,0,1000,0
483,10003280,Parent Orientation,1000,0,1000,0
484,10003086,Parent Orientation,1000,0,1000,0
485,10002971,Parent Orientation,1000,0,1000,0
486,10002890,Parent Orientation,1000,0,1000,0
487,10002317,Parent Orientation,1000,0,1000,0
488,10001695,Parent Orientation,1000,0,0,1000
489,10001633,Parent Orientation,1000,0,1000,0
490,10002459,Parent Orientation,1000,0,1000,0
491,10001612,Parent Orientation,1000,1000,0,0
492,10001719,Parent Orientation,1000,0,0,1000
493,10002092,Parent Orientation,1000,0,1000,0
494,10002080,Parent Orientation,1000,0,1000,0
495,10002051,Parent Orientation,1000,0,1000,0
496,10001813,Parent Orientation,1000,1000,0,0
497,10002079,Parent Orientation,1000,0,1000,0
498,10002193,Parent Orientation,1000,0,0,1000
499,10001893,Parent Orientation,1000,0,1000,0
500,10002313,Parent Orientation,1000,0,1000,0
501,10001736,Parent Orientation,1000,0,1000,0
502,10001652,Parent Orientation,1000,0,1000,0
503,10002323,Parent Orientation,1000,0,1000,0
504,10001798,Parent Orientation,1000,0,1000,0
505,10002319,Parent Orientation,1000,0,1000,0
506,10001982,Parent Orientation,1000,0,1000,0
507,10001956,Parent Orientation,1000,0,1000,0
508,10001826,Parent Orientation,1000,0,1000,0
509,10002037,Parent Orientation,1000,0,1000,0
510,10001987,Parent Orientation,1000,0,1000,0
511,10002006,Parent Orientation,1000,0,1000,0
512,10001835,Parent Orientation,1000,0,1000,0
513,10003304,Parent Orientation,1000,1000,0,0
514,10002842,Parent Orientation,1000,0,1000,0
515,10002382,Parent Orientation,1000,0,1000,0
516,10001951,Parent Orientation,1000,0,0,1000
517,10002278,Parent Orientation,1000,0,1000,0
518,10002112,Parent Orientation,1000,0,1000,0
519,10002198,Parent Orientation,1000,0,1000,0
520,10002455,Parent Orientation,1000,0,1000,0
521,10001959,Parent Orientation,1000,0,1000,0
522,10002705,Parent Orientation,1000,0,1000,0
523,10002023,Parent Orientation,1000,0,1000,0
524,10001925,Parent Orientation,1000,0,1000,0
525,10002151,Parent Orientation,1000,1000,0,0
526,10001824,Parent Orientation,1000,0,1000,0
527,10002306,Parent Orientation,1000,0,1000,0
528,10002044,Parent Orientation,1000,0,1000,0
529,10001924,Parent Orientation,1000,0,1000,0
530,10002062,Parent Orientation,1000,0,1000,0
531,10002653,Parent Orientation,1000,0,1000,0
532,10002061,Parent Orientation,1000,0,1000,0
533,10002926,Parent Orientation,1000,0,1000,0
534,10002490,Parent Orientation,1000,0,1000,0
535,10002440,Parent Orientation,1000,0,1000,0
536,10001968,Parent Orientation,1000,0,1000,0
537,10001917,Parent Orientation,1000,0,1000,0
538,10002496,Parent Orientation,1000,0,1000,0
539,10002498,Parent Orientation,1000,0,1000,0
540,10002499,Parent Orientation,1000,0,0,1000
541,10002497,Parent Orientation,1000,0,1000,0
542,10002519,Parent Orientation,1000,0,1000,0
543,10003266,Parent Orientation,1000,0,1000,0
544,10003245,Parent Orientation,1000,0,1000,0
545,10003264,Parent Orientation,1000,0,1000,0
546,10003103,Parent Orientation,1000,0,1000,0
547,10003104,Parent Orientation,1000,0,1000,0
548,10001928,Parent Orientation,1000,0,1000,0
549,10002373,Parent Orientation,1000,0,1000,0
550,10002001,Parent Orientation,1000,0,1000,0
551,10002804,Parent Orientation,1000,0,1000,0
552,10002732,Parent Orientation,1000,0,1000,0
553,10002500,Parent Orientation,1000,1000,0,0
554,10002520,Parent Orientation,1000,0,1000,0
555,10002514,Parent Orientation,1000,0,1000,0
556,10002504,Parent Orientation,1000,0,0,1000
557,10002502,Parent Orientation,1000,0,1000,0
558,10002516,Parent Orientation,1000,0,1000,0
559,10002522,Parent Orientation,1000,0,1000,0
560,10002513,Parent Orientation,1000,0,1000,0
561,10001991,Parent Orientation,1000,0,1000,0
562,10001995,Parent Orientation,1000,0,1000,0
563,10003049,Parent Orientation,1000,0,1000,0
564,10002446,Parent Orientation,1000,0,1000,0
565,10001845,Parent Orientation,1000,0,1000,0
566,10001807,Parent Orientation,1000,0,1000,0
567,10001805,Parent Orientation,1000,0,1000,0
568,10002307,Parent Orientation,1000,0,1000,0
569,10002027,Parent Orientation,1000,0,1000,0
570,10002292,Parent Orientation,1000,0,1000,0
571,10001828,Parent Orientation,1000,0,1000,0
572,10001825,Parent Orientation,1000,0,1000,0
573,10002187,Parent Orientation,1000,0,1000,0
574,10002091,Parent Orientation,1000,0,1000,0
575,10002509,Parent Orientation,1000,0,1000,0
576,10002291,Parent Orientation,1000,0,1000,0
577,10002305,Parent Orientation,1000,0,1000,0
578,10003080,Parent Orientation,1000,0,1000,0
579,10003068,Parent Orientation,1000,0,1000,0
580,10002984,Parent Orientation,1000,0,1000,0
