Sno,Admission Number,Fee Head,Fees Assigned,concession,Paid,Due
422,10002263,Tuition Fees,45600,0,11400,34200
423,10002261,Tuition Fees,45600,1000,18000,26600
424,10002378,Tuition Fees,45600,0,19000,26600
425,10002854,Tuition Fees,45600,0,11400,34200
426,10002773,Tuition Fees,45600,6840,38760,0
427,10002766,Tuition Fees,45600,0,19000,26600
428,10002308,Tuition Fees,45600,0,19000,26600
429,10002325,Tuition Fees,45600,0,19000,26600
430,10002304,Tuition Fees,45600,0,19000,26600
431,10002256,Tuition Fees,45600,6840,9690,29070
432,10002303,Tuition Fees,45600,6840,16150,22610
433,10002301,Tuition Fees,45600,6000,16500,23100
434,10002299,Tuition Fees,45600,0,0,45600
435,10002288,Tuition Fees,45600,0,15200,30400
436,10002284,Tuition Fees,45600,0,11400,34200
437,10002283,Tuition Fees,45600,6840,9690,29070
438,10002279,Tuition Fees,45600,0,19000,26600
439,10002618,Tuition Fees,45600,0,26600,19000
440,10002277,Tuition Fees,45600,6840,9690,29070
441,10002268,Tuition Fees,45600,0,19000,26600
442,10001623,Tuition Fees,45600,6840,16150,22610
443,10002124,Tuition Fees,45600,6840,38760,0
444,10001627,Tuition Fees,45600,0,19000,26600
445,10002859,Tuition Fees,45600,6840,22610,16150
446,10002777,Tuition Fees,45600,0,19000,26600
447,10001646,Tuition Fees,45600,0,15200,30400
448,10002444,Tuition Fees,45600,0,45600,0
449,10001967,Tuition Fees,45600,6840,9690,29070
450,10001774,Tuition Fees,45600,0,26600,19000
451,10002181,Tuition Fees,45600,0,19000,26600
452,10002343,Tuition Fees,45600,0,3800,41800
453,10001692,Tuition Fees,45600,0,3800,41800
454,10001834,Tuition Fees,45600,0,19000,26600
455,10003293,Tuition Fees,45600,6840,16150,22610
456,10003278,Tuition Fees,45600,0,26600,19000
457,10003249,Tuition Fees,45600,0,6580,39020
458,10003274,Tuition Fees,45600,0,15200,30400
459,10003261,Tuition Fees,45600,0,11400,34200
460,10001654,Tuition Fees,45600,0,19000,26600
461,10003209,Tuition Fees,45600,0,19000,26600
462,10003146,Tuition Fees,45600,0,26600,19000
463,10001645,Tuition Fees,45600,0,45600,0
464,10002963,Tuition Fees,45600,0,11400,34200
465,10001746,Tuition Fees,45600,0,3800,41800
466,10002801,Tuition Fees,45600,6840,9690,29070
467,10002174,Tuition Fees,45600,0,45600,0
468,10002477,Tuition Fees,45600,0,19000,26600
469,10002200,Tuition Fees,45600,0,19000,26600
470,10002314,Tuition Fees,45600,0,19000,26600
471,10003254,Tuition Fees,45600,0,19000,26600
472,10003159,Tuition Fees,45600,6840,16150,22610
473,10003084,Tuition Fees,45600,0,19000,26600
474,10002925,Tuition Fees,45600,0,11400,34200
475,10002066,Tuition Fees,45600,0,19000,26600
476,10002172,Tuition Fees,45600,0,19000,26600
477,10002140,Tuition Fees,45600,0,19000,26600
478,10002107,Tuition Fees,45600,6840,9690,29070
479,10002074,Tuition Fees,45600,0,11400,34200
480,10001809,Tuition Fees,45600,0,11400,34200
481,10001842,Tuition Fees,45600,0,11400,34200
482,10001626,Tuition Fees,45600,0,19000,26600
483,10003280,Tuition Fees,45600,0,19000,26600
484,10003086,Tuition Fees,45600,0,11400,34200
485,10002971,Tuition Fees,45600,0,11400,34200
