Sno,Admission Number,Fee Head,Fee Head,Fees Assigned,concession,Paid,Due
856,10002348,Admission Fee,WonderSkill Workshop,0,0,0,0
857,10002228,Admission Fee,WonderSkill Workshop,0,0,0,0
858,10003007,Admission Fee,WonderSkill Workshop,0,0,0,0
859,10003042,Admission Fee,WonderSkill Workshop,0,0,0,0
860,10003040,Admission Fee,WonderSkill Workshop,0,0,0,0
861,10003024,Admission Fee,WonderSkill Workshop,0,0,0,0
862,10003012,Admission Fee,WonderSkill Workshop,0,0,0,0
863,10003010,Admission Fee,WonderSkill Workshop,0,0,0,0
864,10002727,Admission Fee,WonderSkill Workshop,0,0,0,0
865,10002424,Admission Fee,WonderSkill Workshop,0,0,0,0
866,10002726,Admission Fee,WonderSkill Workshop,0,0,0,0
867,10002665,Admission Fee,WonderSkill Workshop,0,0,0,0
868,10002407,Admission Fee,WonderSkill Workshop,0,0,0,0
869,10002403,Admission Fee,WonderSkill Workshop,0,0,0,0
870,10002400,Admission Fee,WonderSkill Workshop,0,0,0,0
871,10003305,Admission Fee,WonderSkill Workshop,0,0,0,0
872,10003220,Admission Fee,WonderSkill Workshop,0,0,0,0
873,10003207,Admission Fee,WonderSkill Workshop,0,0,0,0
874,10003017,Admission Fee,WonderSkill Workshop,0,0,0,0
875,10003016,Admission Fee,WonderSkill Workshop,0,0,0,0
876,10002983,Admission Fee,WonderSkill Workshop,0,0,0,0
877,10002399,Admission Fee,WonderSkill Workshop,0,0,0,0
878,10002691,Admission Fee,WonderSkill Workshop,0,0,0,0
879,10002583,Admission Fee,WonderSkill Workshop,0,0,0,0
880,10002588,Admission Fee,WonderSkill Workshop,0,0,0,0
881,10002587,Admission Fee,WonderSkill Workshop,0,0,0,0
882,10002598,Admission Fee,WonderSkill Workshop,0,0,0,0
883,10002596,Admission Fee,WonderSkill Workshop,0,0,0,0
884,10002563,Admission Fee,WonderSkill Workshop,0,0,0,0
885,10002483,Admission Fee,WonderSkill Workshop,0,0,0,0
886,10002730,Admission Fee,WonderSkill Workshop,0,0,0,0
887,10002411,Admission Fee,WonderSkill Workshop,0,0,0,0
888,10002427,Admission Fee,WonderSkill Workshop,0,0,0,0
889,10002437,Admission Fee,WonderSkill Workshop,0,0,0,0
890,10002433,Admission Fee,WonderSkill Workshop,0,0,0,0
891,10002734,Admission Fee,WonderSkill Workshop,0,0,0,0
892,10002731,Admission Fee,WonderSkill Workshop,0,0,0,0
893,10002426,Admission Fee,WonderSkill Workshop,0,0,0,0
894,10002480,Admission Fee,WonderSkill Workshop,0,0,0,0
895,10003156,Admission Fee,WonderSkill Workshop,0,0,0,0
896,10002415,Admission Fee,WonderSkill Workshop,0,0,0,0
897,10003055,Admission Fee,WonderSkill Workshop,0,0,0,0
898,10003039,Admission Fee,WonderSkill Workshop,0,0,0,0
899,10002992,Admission Fee,WonderSkill Workshop,0,0,0,0
900,10002976,Admission Fee,WonderSkill Workshop,0,0,0,0
901,10002980,Admission Fee,WonderSkill Workshop,0,0,0,0
902,10002729,Admission Fee,WonderSkill Workshop,0,0,0,0
903,10002656,Admission Fee,WonderSkill Workshop,0,0,0,0
904,10002640,Admission Fee,WonderSkill Workshop,0,0,0,0
905,10002593,Admission Fee,WonderSkill Workshop,0,0,0,0
906,10002591,Admission Fee,WonderSkill Workshop,0,0,0,0
907,10002386,Admission Fee,WonderSkill Workshop,0,0,0,0
908,10002381,Admission Fee,WonderSkill Workshop,0,0,0,0
909,10002398,Admission Fee,WonderSkill Workshop,0,0,0,0
910,10002473,Admission Fee,WonderSkill Workshop,0,0,0,0
911,10002416,Admission Fee,WonderSkill Workshop,0,0,0,0
912,10002844,Admission Fee,WonderSkill Workshop,0,0,0,0
913,10002838,Admission Fee,WonderSkill Workshop,0,0,0,0
914,10002833,Admission Fee,WonderSkill Workshop,0,0,0,0
915,10002942,Admission Fee,WonderSkill Workshop,0,0,0,0
916,10002829,Admission Fee,WonderSkill Workshop,0,0,0,0
917,10002813,Admission Fee,WonderSkill Workshop,0,0,0,0
918,10002799,Admission Fee,WonderSkill Workshop,0,0,0,0
919,10003288,Admission Fee,WonderSkill Workshop,0,0,0,0
920,10003202,Admission Fee,WonderSkill Workshop,0,0,0,0
921,10003098,Admission Fee,WonderSkill Workshop,0,0,0,0
922,10002794,Admission Fee,WonderSkill Workshop,0,0,0,0
923,10003073,Admission Fee,WonderSkill Workshop,0,0,0,0
924,10003064,Admission Fee,WonderSkill Workshop,0,0,0,0
925,10003052,Admission Fee,WonderSkill Workshop,0,0,0,0
926,10003034,Admission Fee,WonderSkill Workshop,0,0,0,0
927,10002994,Admission Fee,WonderSkill Workshop,0,0,0,0
928,10002982,Admission Fee,WonderSkill Workshop,0,0,0,0
929,10002975,Admission Fee,WonderSkill Workshop,0,0,0,0
930,10002960,Admission Fee,WonderSkill Workshop,0,0,0,0
931,10002959,Admission Fee,WonderSkill Workshop,0,0,0,0
932,10002251,Admission Fee,WonderSkill Workshop,0,0,0,0
933,10002781,Admission Fee,WonderSkill Workshop,0,0,0,0
934,10003227,Admission Fee,WonderSkill Workshop,0,0,0,0
935,10003182,Admission Fee,WonderSkill Workshop,0,0,0,0
936,10003231,Admission Fee,WonderSkill Workshop,0,0,0,0
937,10003184,Admission Fee,WonderSkill Workshop,0,0,0,0
938,10003232,Admission Fee,WonderSkill Workshop,0,0,0,0
939,10003206,Admission Fee,WonderSkill Workshop,0,0,0,0
940,10003177,Admission Fee,WonderSkill Workshop,0,0,0,0
941,10003246,Admission Fee,WonderSkill Workshop,0,0,0,0
942,10003250,Admission Fee,WonderSkill Workshop,0,0,0,0
943,10003189,Admission Fee,WonderSkill Workshop,0,0,0,0
944,10003226,Admission Fee,WonderSkill Workshop,0,0,0,0
945,10003265,Admission Fee,WonderSkill Workshop,0,0,0,0
946,10003198,Admission Fee,WonderSkill Workshop,0,0,0,0
947,10003181,Admission Fee,WonderSkill Workshop,0,0,0,0
948,10003186,Admission Fee,WonderSkill Workshop,0,0,0,0
949,10003180,Admission Fee,WonderSkill Workshop,0,0,0,0
950,10003225,Admission Fee,WonderSkill Workshop,0,0,0,0
951,10003197,Admission Fee,WonderSkill Workshop,0,0,0,0
952,10003203,Admission Fee,WonderSkill Workshop,0,0,0,0
953,10003183,Admission Fee,WonderSkill Workshop,0,0,0,0
954,10003233,Admission Fee,WonderSkill Workshop,0,0,0,0
955,10003191,Admission Fee,WonderSkill Workshop,0,0,0,0
956,10003252,Admission Fee,WonderSkill Workshop,0,0,0,0
957,10003188,Admission Fee,WonderSkill Workshop,0,0,0,0
958,10003178,Admission Fee,WonderSkill Workshop,0,0,0,0
959,10003179,Admission Fee,WonderSkill Workshop,0,0,0,0
960,10002644,Admission Fee,WonderSkill Workshop,0,0,0,0
961,10002638,Admission Fee,WonderSkill Workshop,0,0,0,0
962,10002641,Admission Fee,WonderSkill Workshop,0,0,0,0
963,10002577,Admission Fee,WonderSkill Workshop,0,0,0,0
964,10002579,Admission Fee,WonderSkill Workshop,0,0,0,0
965,10002585,Admission Fee,WonderSkill Workshop,0,0,0,0
966,10002578,Admission Fee,WonderSkill Workshop,0,0,0,0
967,10003282,Admission Fee,WonderSkill Workshop,0,0,0,0
968,10003195,Admission Fee,WonderSkill Workshop,0,0,0,0
969,10003192,Admission Fee,WonderSkill Workshop,0,0,0,0
970,10003190,Admission Fee,WonderSkill Workshop,0,0,0,0
971,10002704,Admission Fee,WonderSkill Workshop,0,0,0,0
972,10002580,Admission Fee,WonderSkill Workshop,0,0,0,0
973,10003167,Admission Fee,WonderSkill Workshop,0,0,0,0
974,10003166,Admission Fee,WonderSkill Workshop,0,0,0,0
975,10003134,Admission Fee,WonderSkill Workshop,0,0,0,0
976,10002821,Admission Fee,WonderSkill Workshop,0,0,0,0
977,10002836,Admission Fee,WonderSkill Workshop,0,0,0,0
978,10002817,Admission Fee,WonderSkill Workshop,0,0,0,0
979,10002806,Admission Fee,WonderSkill Workshop,0,0,0,0
980,10002796,Admission Fee,WonderSkill Workshop,0,0,0,0
981,10002784,Admission Fee,WonderSkill Workshop,0,0,0,0
982,10002581,Admission Fee,WonderSkill Workshop,0,0,0,0
983,10002752,Admission Fee,WonderSkill Workshop,0,0,0,0
984,10002745,Admission Fee,WonderSkill Workshop,0,0,0,0
985,10002743,Admission Fee,WonderSkill Workshop,0,0,0,0
986,10002741,Admission Fee,WonderSkill Workshop,0,0,0,0
987,10002739,Admission Fee,WonderSkill Workshop,0,0,0,0
988,10002738,Admission Fee,WonderSkill Workshop,0,0,0,0
989,10002737,Admission Fee,WonderSkill Workshop,0,0,0,0
990,10003277,Admission Fee,WonderSkill Workshop,0,0,0,0
991,10003258,Admission Fee,WonderSkill Workshop,0,0,0,0
992,10003222,Admission Fee,WonderSkill Workshop,0,0,0,0
993,10002736,Admission Fee,WonderSkill Workshop,0,0,0,0
994,10003148,Admission Fee,WonderSkill Workshop,0,0,0,0
995,10002826,Admission Fee,WonderSkill Workshop,0,0,0,0
996,10002825,Admission Fee,WonderSkill Workshop,0,0,0,0
997,10002811,Admission Fee,WonderSkill Workshop,0,0,0,0
998,10002798,Admission Fee,WonderSkill Workshop,0,0,0,0
999,10002793,Admission Fee,WonderSkill Workshop,0,0,0,0
1000,10002789,Admission Fee,WonderSkill Workshop,0,0,0,0
1001,10002783,Admission Fee,WonderSkill Workshop,0,0,0,0
1002,10002754,Admission Fee,WonderSkill Workshop,0,0,0,0
1003,10002753,Admission Fee,WonderSkill Workshop,0,0,0,0
1004,10002735,Admission Fee,WonderSkill Workshop,0,0,0,0
1005,10003072,Admission Fee,WonderSkill Workshop,0,0,0,0
1006,10003048,Admission Fee,WonderSkill Workshop,0,0,0,0
1007,10002898,Admission Fee,WonderSkill Workshop,0,0,0,0
1008,10002990,Admission Fee,WonderSkill Workshop,0,0,0,0
1009,10002899,Admission Fee,WonderSkill Workshop,0,0,0,0
1010,10002884,Admission Fee,WonderSkill Workshop,0,0,0,0
1011,10002820,Admission Fee,WonderSkill Workshop,0,0,0,0
1012,10003211,Admission Fee,WonderSkill Workshop,0,0,0,0
1013,10003196,Admission Fee,WonderSkill Workshop,0,0,0,0
1014,10003194,Admission Fee,WonderSkill Workshop,0,0,0,0
1015,10002878,Admission Fee,WonderSkill Workshop,0,0,0,0
1016,10003173,Admission Fee,WonderSkill Workshop,0,0,0,0
1017,10003119,Admission Fee,WonderSkill Workshop,0,0,0,0
1018,10002787,Admission Fee,WonderSkill Workshop,0,0,0,0
1019,10003114,Admission Fee,WonderSkill Workshop,0,0,0,0
1020,10003058,Admission Fee,WonderSkill Workshop,0,0,0,0
1021,10003056,Admission Fee,WonderSkill Workshop,0,0,0,0
1022,10002927,Admission Fee,WonderSkill Workshop,0,0,0,0
1023,10002853,Admission Fee,WonderSkill Workshop,0,0,0,0
1024,10003087,Admission Fee,WonderSkill Workshop,0,0,0,0
1025,10002849,Admission Fee,WonderSkill Workshop,0,0,0,0
1026,10003057,Admission Fee,WonderSkill Workshop,0,0,0,0
1027,10002995,Admission Fee,WonderSkill Workshop,0,0,0,0
1028,10003097,Admission Fee,WonderSkill Workshop,0,0,0,0
1029,10003062,Admission Fee,WonderSkill Workshop,0,0,0,0
1030,10003043,Admission Fee,WonderSkill Workshop,0,0,0,0
1031,10003306,Admission Fee,WonderSkill Workshop,0,0,0,0
1032,10003031,Admission Fee,WonderSkill Workshop,0,0,0,0
1033,10003283,Admission Fee,WonderSkill Workshop,0,0,0,0
1034,10003281,Admission Fee,WonderSkill Workshop,0,0,0,0
1035,10003175,Admission Fee,WonderSkill Workshop,0,0,0,0
1036,10003163,Admission Fee,WonderSkill Workshop,0,0,0,0
1037,10003154,Admission Fee,WonderSkill Workshop,0,0,0,0
1038,10003140,Admission Fee,WonderSkill Workshop,0,0,0,0
1039,10003136,Admission Fee,WonderSkill Workshop,0,0,0,0
1040,10002882,Admission Fee,WonderSkill Workshop,0,0,0,0
1041,10003090,Admission Fee,WonderSkill Workshop,0,0,0,0
1042,10003026,Admission Fee,WonderSkill Workshop,0,0,0,0
1043,10002988,Admission Fee,WonderSkill Workshop,0,0,0,0
1044,10002877,Admission Fee,WonderSkill Workshop,0,0,0,0
1045,10002875,Admission Fee,WonderSkill Workshop,0,0,0,0
1046,10002871,Admission Fee,WonderSkill Workshop,0,0,0,0
1047,10002856,Admission Fee,WonderSkill Workshop,0,0,0,0
1048,10002852,Admission Fee,WonderSkill Workshop,0,0,0,0
1049,10002847,Admission Fee,WonderSkill Workshop,0,0,0,0
1050,10002822,Admission Fee,WonderSkill Workshop,0,0,0,0
1051,10003292,Admission Fee,WonderSkill Workshop,0,0,0,0
1052,10003263,Admission Fee,WonderSkill Workshop,0,0,0,0
1053,10002819,Admission Fee,WonderSkill Workshop,0,0,0,0
1054,10003237,Admission Fee,WonderSkill Workshop,0,0,0,0
1055,10002987,Admission Fee,WonderSkill Workshop,0,0,0,0
1056,10002981,Admission Fee,WonderSkill Workshop,0,0,0,0
1057,10002956,Admission Fee,WonderSkill Workshop,0,0,0,0
1058,10002944,Admission Fee,WonderSkill Workshop,0,0,0,0
1059,10002900,Admission Fee,WonderSkill Workshop,0,0,0,0
1060,10002791,Admission Fee,WonderSkill Workshop,0,0,0,0
1061,10002746,Admission Fee,WonderSkill Workshop,0,0,0,0
1062,10002892,Admission Fee,WonderSkill Workshop,0,0,0,0
1063,10002889,Admission Fee,WonderSkill Workshop,0,0,0,0
1064,10002818,Admission Fee,WonderSkill Workshop,0,0,0,0
1065,10002757,Admission Fee,WonderSkill Workshop,0,0,0,0
1066,10002756,Admission Fee,WonderSkill Workshop,0,0,0,0
1067,10002748,Admission Fee,WonderSkill Workshop,0,0,0,0
1068,10002747,Admission Fee,WonderSkill Workshop,0,0,0,0
1069,10002744,Admission Fee,WonderSkill Workshop,0,0,0,0
1070,10002742,Admission Fee,WonderSkill Workshop,0,0,0,0
1071,10002848,Admission Fee,WonderSkill Workshop,0,0,0,0
1072,10002740,Admission Fee,WonderSkill Workshop,0,0,0,0
1073,10002808,Admission Fee,WonderSkill Workshop,0,0,0,0
1074,10002957,Admission Fee,WonderSkill Workshop,0,0,0,0
1075,10002955,Admission Fee,WonderSkill Workshop,0,0,0,0
1076,10002949,Admission Fee,WonderSkill Workshop,0,0,0,0
1077,10002945,Admission Fee,WonderSkill Workshop,0,0,0,0
1078,10002812,Admission Fee,WonderSkill Workshop,0,0,0,0
1079,10002810,Admission Fee,WonderSkill Workshop,0,0,0,0
1080,10002809,Admission Fee,WonderSkill Workshop,0,0,0,0
1081,10002797,Admission Fee,WonderSkill Workshop,0,0,0,0
1082,10002795,Admission Fee,WonderSkill Workshop,0,0,0,0
1083,10002786,Admission Fee,WonderSkill Workshop,0,0,0,0
1084,10002802,Admission Fee,WonderSkill Workshop,0,0,0,0
1085,10003093,Admission Fee,WonderSkill Workshop,0,0,0,0
1086,10003054,Admission Fee,WonderSkill Workshop,0,0,0,0
1087,10002978,Admission Fee,WonderSkill Workshop,0,0,0,0
1088,10002977,Admission Fee,WonderSkill Workshop,0,0,0,0
1089,10002954,Admission Fee,WonderSkill Workshop,0,0,0,0
1090,10002950,Admission Fee,WonderSkill Workshop,0,0,0,0
1091,10002948,Admission Fee,WonderSkill Workshop,0,0,0,0
1092,10002947,Admission Fee,WonderSkill Workshop,0,0,0,0
1093,10003138,Admission Fee,WonderSkill Workshop,0,0,0,0
1094,10003128,Admission Fee,WonderSkill Workshop,0,0,0,0
1095,10003129,Admission Fee,WonderSkill Workshop,0,0,0,0
1096,10003126,Admission Fee,WonderSkill Workshop,0,0,0,0
1097,10003107,Admission Fee,WonderSkill Workshop,0,0,0,0
1098,10003099,Admission Fee,WonderSkill Workshop,0,0,0,0
1099,10002943,Admission Fee,WonderSkill Workshop,0,0,0,0
1100,10003297,Admission Fee,WonderSkill Workshop,0,0,0,0
1101,10003291,Admission Fee,WonderSkill Workshop,0,0,0,0
1102,10003259,Admission Fee,WonderSkill Workshop,0,0,0,0
1103,10003242,Admission Fee,WonderSkill Workshop,0,0,0,0
1104,10003224,Admission Fee,WonderSkill Workshop,0,0,0,0
1105,10003217,Admission Fee,WonderSkill Workshop,0,0,0,0
1106,10003165,Admission Fee,WonderSkill Workshop,0,0,0,0
1107,10003144,Admission Fee,WonderSkill Workshop,0,0,0,0
1108,10003267,Admission Fee,WonderSkill Workshop,0,0,0,0
1109,10003208,Admission Fee,WonderSkill Workshop,0,0,0,0
1110,10003228,Admission Fee,WonderSkill Workshop,0,0,0,0
1111,10003216,Admission Fee,WonderSkill Workshop,0,0,0,0
1112,10003212,Admission Fee,WonderSkill Workshop,0,0,0,0
1113,10003143,Admission Fee,WonderSkill Workshop,0,0,0,0
1114,10003123,Admission Fee,WonderSkill Workshop,0,0,0,0
1115,10003124,Admission Fee,WonderSkill Workshop,0,0,0,0
1116,10003032,Admission Fee,WonderSkill Workshop,0,0,0,0
1117,10002970,Admission Fee,WonderSkill Workshop,0,0,0,0
1118,10002967,Admission Fee,WonderSkill Workshop,0,0,0,0
1119,10002958,Admission Fee,WonderSkill Workshop,0,0,0,0
1120,10002953,Admission Fee,WonderSkill Workshop,0,0,0,0
1121,10002952,Admission Fee,WonderSkill Workshop,0,0,0,0
1122,10002951,Admission Fee,WonderSkill Workshop,0,0,0,0
1123,10002938,Admission Fee,WonderSkill Workshop,0,0,0,0
1124,10003127,Admission Fee,WonderSkill Workshop,0,0,0,0
1125,10003118,Admission Fee,WonderSkill Workshop,0,0,0,0
1126,10003071,Admission Fee,WonderSkill Workshop,0,0,0,0
1127,10002931,Admission Fee,WonderSkill Workshop,0,0,0,0
1128,10003200,Admission Fee,WonderSkill Workshop,0,0,0,0
1129,10003176,Admission Fee,WonderSkill Workshop,0,0,0,0
1130,10003088,Admission Fee,WonderSkill Workshop,0,0,0,0
1131,10003141,Admission Fee,WonderSkill Workshop,0,0,0,0
1132,10003139,Admission Fee,WonderSkill Workshop,0,0,0,0
1133,10003122,Admission Fee,WonderSkill Workshop,0,0,0,0
1134,10003131,Admission Fee,WonderSkill Workshop,0,0,0,0
1135,10003241,Admission Fee,WonderSkill Workshop,0,0,0,0
1136,10003125,Admission Fee,WonderSkill Workshop,0,0,0,0
1137,10003308,Admission Fee,WonderSkill Workshop,0,0,0,0
1138,10003205,Admission Fee,WonderSkill Workshop,0,0,0,0
1139,10003201,Admission Fee,WonderSkill Workshop,0,0,0,0
1140,10003193,Admission Fee,WonderSkill Workshop,0,0,0,0
1141,10003110,Admission Fee,WonderSkill Workshop,0,0,0,0
1142,10003157,Admission Fee,WonderSkill Workshop,0,0,0,0
1143,10003142,Admission Fee,WonderSkill Workshop,0,0,0,0
1144,10003132,Admission Fee,WonderSkill Workshop,0,0,0,0
1145,10003130,Admission Fee,WonderSkill Workshop,0,0,0,0
1146,10003247,Admission Fee,WonderSkill Workshop,0,0,0,0
1147,10003235,Admission Fee,WonderSkill Workshop,0,0,0,0
1148,10003145,Admission Fee,WonderSkill Workshop,0,0,0,0
1149,10003121,Admission Fee,WonderSkill Workshop,0,0,0,0
1150,10003272,Admission Fee,WonderSkill Workshop,0,0,0,0
1151,10003309,Admission Fee,WonderSkill Workshop,1000,0,1000,0
1152,10003310,Admission Fee,WonderSkill Workshop,0,0,0,0
1153,10003311,Admission Fee,WonderSkill Workshop,0,0,0,0
1154,10003312,Admission Fee,WonderSkill Workshop,0,0,0,0
1155,10003314,Admission Fee,WonderSkill Workshop,0,0,0,0
1156,10003315,Admission Fee,WonderSkill Workshop,0,0,0,0
1157,10003316,Admission Fee,WonderSkill Workshop,0,0,0,0
1158,10003317,Admission Fee,WonderSkill Workshop,0,0,0,0
1159,10003318,Admission Fee,WonderSkill Workshop,0,0,0,0
1160,10003319,Admission Fee,WonderSkill Workshop,0,0,0,0
1161,10003320,Admission Fee,WonderSkill Workshop,0,0,0,0
1162,10003321,Admission Fee,WonderSkill Workshop,0,0,0,0
1163,10003322,Admission Fee,WonderSkill Workshop,0,0,0,0
1164,10003323,Admission Fee,WonderSkill Workshop,0,0,0,0
1165,10003324,Admission Fee,WonderSkill Workshop,0,0,0,0
1166,10003325,Admission Fee,WonderSkill Workshop,0,0,0,0
1167,10003326,Admission Fee,WonderSkill Workshop,0,0,0,0
1168,10003327,Admission Fee,WonderSkill Workshop,0,0,0,0
1169,10003328,Admission Fee,WonderSkill Workshop,0,0,0,0
1170,10003329,Admission Fee,WonderSkill Workshop,0,0,0,0
1171,10003330,Admission Fee,WonderSkill Workshop,0,0,0,0
1172,10003331,Admission Fee,WonderSkill Workshop,0,0,0,0
1173,10003332,Admission Fee,WonderSkill Workshop,1000,0,1000,0
1174,10003333,Admission Fee,WonderSkill Workshop,0,0,0,0
1175,10003334,Admission Fee,WonderSkill Workshop,0,0,0,0
1176,10003335,Admission Fee,WonderSkill Workshop,0,0,0,0
1177,10003336,Admission Fee,WonderSkill Workshop,0,0,0,0
1178,10003337,Admission Fee,WonderSkill Workshop,0,0,0,0
1179,10003338,Admission Fee,WonderSkill Workshop,0,0,0,0
1180,10003339,Admission Fee,WonderSkill Workshop,0,0,0,0
1181,10003340,Admission Fee,WonderSkill Workshop,0,0,0,0
1182,10003341,Admission Fee,WonderSkill Workshop,0,0,0,0
1183,10003342,Admission Fee,WonderSkill Workshop,0,0,0,0
1184,10003343,Admission Fee,WonderSkill Workshop,0,0,0,0
1185,10003344,Admission Fee,WonderSkill Workshop,0,0,0,0
1186,10003375,Admission Fee,WonderSkill Workshop,0,0,0,0
1187,10003345,Admission Fee,WonderSkill Workshop,0,0,0,0
1188,10003346,Admission Fee,WonderSkill Workshop,0,0,0,0
1189,10003347,Admission Fee,WonderSkill Workshop,0,0,0,0
1190,10003348,Admission Fee,WonderSkill Workshop,0,0,0,0
1191,10003349,Admission Fee,WonderSkill Workshop,0,0,0,0
1192,10003350,Admission Fee,WonderSkill Workshop,0,0,0,0
1193,10003351,Admission Fee,WonderSkill Workshop,0,0,0,0
1194,10003352,Admission Fee,WonderSkill Workshop,0,0,0,0
1195,10003353,Admission Fee,WonderSkill Workshop,0,0,0,0
1196,10003354,Admission Fee,WonderSkill Workshop,0,0,0,0
1197,10003355,Admission Fee,WonderSkill Workshop,0,0,0,0
1198,10003358,Admission Fee,WonderSkill Workshop,0,0,0,0
1199,10003363,Admission Fee,WonderSkill Workshop,0,0,0,0
1200,10003366,Admission Fee,WonderSkill Workshop,0,0,0,0
1201,10003243,Admission Fee,WonderSkill Workshop,0,0,0,0
1202,10003376,Admission Fee,WonderSkill Workshop,1000,0,1000,0
1203,10003377,Admission Fee,WonderSkill Workshop,1000,0,1000,0
1204,10003378,Admission Fee,WonderSkill Workshop,0,0,0,0
1205,10003379,Admission Fee,WonderSkill Workshop,0,0,0,0
1206,10003380,Admission Fee,WonderSkill Workshop,1000,0,1000,0
1207,10003381,Admission Fee,WonderSkill Workshop,1000,0,1000,0
1208,10003382,Admission Fee,WonderSkill Workshop,0,0,0,0
1209,10003383,Admission Fee,WonderSkill Workshop,0,0,0,0
1210,10003384,Admission Fee,WonderSkill Workshop,0,0,0,0
1211,10003385,Admission Fee,WonderSkill Workshop,0,0,0,0
1212,10003386,Admission Fee,WonderSkill Workshop,0,0,0,0
1213,10003387,Admission Fee,WonderSkill Workshop,0,0,0,0
1214,10003389,Admission Fee,WonderSkill Workshop,0,0,0,0
1215,10003390,Admission Fee,WonderSkill Workshop,0,0,0,0
1216,10003391,Admission Fee,WonderSkill Workshop,0,0,0,0
1217,10003392,Admission Fee,WonderSkill Workshop,0,0,0,0
1218,10003393,Admission Fee,WonderSkill Workshop,0,0,0,0
1219,10003394,Admission Fee,WonderSkill Workshop,0,0,0,0
1220,10003395,Admission Fee,WonderSkill Workshop,0,0,0,0
1221,10003396,Admission Fee,WonderSkill Workshop,0,0,0,0
1222,10003397,Admission Fee,WonderSkill Workshop,0,0,0,0
1223,10003398,Admission Fee,WonderSkill Workshop,0,0,0,0
1224,10003399,Admission Fee,WonderSkill Workshop,0,0,0,0
1225,10003400,Admission Fee,WonderSkill Workshop,0,0,0,0
1226,10003401,Admission Fee,WonderSkill Workshop,0,0,0,0
1227,10002471,Admission Fee,WonderSkill Workshop,0,0,0,0
1228,10002940,Admission Fee,WonderSkill Workshop,0,0,0,0
1229,10003402,Admission Fee,WonderSkill Workshop,0,0,0,0
1230,10000905,Admission Fee,WonderSkill Workshop,0,0,0,0
1231,10003403,Admission Fee,WonderSkill Workshop,1000,0,1000,0
1232,10001683,Admission Fee,WonderSkill Workshop,0,0,0,0
1233,10003404,Admission Fee,WonderSkill Workshop,0,0,0,0
1234,10001975,Admission Fee,WonderSkill Workshop,0,0,0,0
1235,10001110,Admission Fee,WonderSkill Workshop,0,0,0,0
1236,10003405,Admission Fee,WonderSkill Workshop,1000,0,1000,0
1237,10003406,Admission Fee,WonderSkill Workshop,0,0,0,0
1238,10001359,Admission Fee,WonderSkill Workshop,0,0,0,0
1239,10001570,Admission Fee,WonderSkill Workshop,0,0,0,0
1240,10002545,Admission Fee,WonderSkill Workshop,0,0,0,0
1241,10001122,Admission Fee,WonderSkill Workshop,0,0,0,0
1242,10000972,Admission Fee,WonderSkill Workshop,0,0,0,0
1243,10001111,Admission Fee,WonderSkill Workshop,0,0,0,0
1244,10003407,Admission Fee,WonderSkill Workshop,0,0,0,0
1245,10003408,Admission Fee,WonderSkill Workshop,1000,0,1000,0
1246,10000978,Admission Fee,WonderSkill Workshop,0,0,0,0
1247,10003409,Admission Fee,WonderSkill Workshop,0,0,0,0
1248,10000960,Admission Fee,WonderSkill Workshop,0,0,0,0
1249,10001004,Admission Fee,WonderSkill Workshop,0,0,0,0
1250,10002559,Admission Fee,WonderSkill Workshop,0,0,0,0
1251,10000968,Admission Fee,WonderSkill Workshop,0,0,0,0
1252,10000970,Admission Fee,WonderSkill Workshop,0,0,0,0
1253,10001343,Admission Fee,WonderSkill Workshop,0,0,0,0
1254,10001179,Admission Fee,WonderSkill Workshop,0,0,0,0
1255,10001210,Admission Fee,WonderSkill Workshop,0,0,0,0
1256,10001257,Admission Fee,WonderSkill Workshop,0,0,0,0
1257,10001258,Admission Fee,WonderSkill Workshop,0,0,0,0
1258,10001538,Admission Fee,WonderSkill Workshop,0,0,0,0
1259,10003410,Admission Fee,WonderSkill Workshop,0,0,0,0
1260,10003411,Admission Fee,WonderSkill Workshop,0,0,0,0
1261,10002367,Admission Fee,WonderSkill Workshop,0,0,0,0
1262,10001219,Admission Fee,WonderSkill Workshop,0,0,0,0
1263,10002339,Admission Fee,WonderSkill Workshop,0,0,0,0
1264,10001421,Admission Fee,WonderSkill Workshop,0,0,0,0
1265,10001006,Admission Fee,WonderSkill Workshop,0,0,0,0
1266,10003412,Admission Fee,WonderSkill Workshop,0,0,0,0
1267,10001593,Admission Fee,WonderSkill Workshop,0,0,0,0
1268,10001096,Admission Fee,WonderSkill Workshop,0,0,0,0
1269,10001850,Admission Fee,WonderSkill Workshop,0,0,0,0
1270,10003413,Admission Fee,WonderSkill Workshop,0,0,0,0
1271,10001373,Admission Fee,WonderSkill Workshop,0,0,0,0
1272,10003414,Admission Fee,WonderSkill Workshop,0,0,0,0
1273,10003415,Admission Fee,WonderSkill Workshop,0,0,0,0
1274,10003416,Admission Fee,WonderSkill Workshop,0,0,0,0
1275,10001363,Admission Fee,WonderSkill Workshop,0,0,0,0
1276,10003417,Admission Fee,WonderSkill Workshop,0,0,0,0
1277,10003418,Admission Fee,WonderSkill Workshop,0,0,0,0
1278,10003419,Admission Fee,WonderSkill Workshop,0,0,0,0
1279,10003420,Admission Fee,WonderSkill Workshop,0,0,0,0
1280,10001184,Admission Fee,WonderSkill Workshop,0,0,0,0
1281,10002683,Admission Fee,WonderSkill Workshop,0,0,0,0
